0.00,0.00
0.05,2.57
0.12,9.37
0.18,17.28
0.24,24.26
0.28,29.73
0.30,27.01
0.35,14.13
0.44,10.81
0.88,9.11
1.26,8.70
1.61,4.61
1.65,0.00
