Kp,Ki,Kd,Cost
0.8629,0.3750,0.4343,1000006.4728
0.8629,0.1250,0.7879,1000006.4730
0.8629,0.3750,0.2929,1000006.4734
0.8629,0.1250,0.9293,1000006.4765
0.8629,0.2500,0.2929,1000006.4779
0.8629,0.2500,0.4343,1000006.4792
0.8629,0.1250,0.2929,1000006.4820
0.8629,0.2500,0.5757,1000006.4837
0.8629,0.1250,0.4343,1000006.4851
0.8629,0.2500,0.7171,1000006.4873
0.8629,0.1250,0.5757,1000006.4899
0.8629,0.2500,0.8586,1000006.4908
0.8629,0.2500,0.2221,1000006.4909
0.8629,0.1250,0.7171,1000006.4937
0.8629,0.1250,0.2221,1000006.4940
0.8629,0.3750,0.0807,1000006.4973
0.8629,0.1250,0.8586,1000006.4974
0.8629,0.0000,0.7171,1000006.4998
0.8629,0.1250,1.0000,1000006.5003
0.8629,0.0000,0.8586,1000006.5037
0.8629,0.2500,0.1514,1000006.5052
0.8629,0.1250,0.1514,1000006.5054
0.8629,0.0000,1.0000,1000006.5068
0.8629,0.1250,0.3636,1000006.5069
0.8629,0.1250,0.5050,1000006.5102
0.8629,0.0000,0.3636,1000006.5107
0.8629,0.1250,0.6464,1000006.5143
0.8629,0.5000,0.0100,1000006.5150
0.8629,0.0000,0.5050,1000006.5159
0.8629,0.0000,0.6464,1000006.5203
0.8629,0.1250,0.0807,1000006.5232
0.8629,0.0000,0.7879,1000006.5244
0.8629,0.0000,0.9293,1000006.5281
0.8629,0.0000,0.2929,1000006.5309
0.8629,0.2500,0.0807,1000006.5325
0.8629,0.0000,0.4343,1000006.5360
0.8629,0.0000,0.5757,1000006.5410
0.8629,0.0000,0.2221,1000006.5419
0.8629,0.0000,0.1514,1000006.5504
0.8629,0.0000,0.0807,1000006.5555
0.8629,0.3750,0.0100,1000006.5756
0.8629,0.2500,0.0100,1000006.5956
0.8629,0.1250,0.0100,1000006.6798
0.7207,0.5000,0.4343,1000006.6991
0.8629,0.0000,0.0100,1000006.7004
0.7207,0.5000,0.5757,1000006.7055
0.7207,0.5000,0.2929,1000006.7073
0.7207,0.3750,0.1514,1000006.7107
0.7207,0.5000,0.7171,1000006.7109
0.7207,0.5000,0.2221,1000006.7130
0.7207,0.5000,0.8586,1000006.7163
0.7207,0.5000,0.1514,1000006.7164
0.7207,0.5000,1.0000,1000006.7208
0.7207,0.3750,1.0000,1000006.7221
0.7207,0.3750,0.3636,1000006.7241
0.7207,0.5000,0.5050,1000006.7250
0.7207,0.3750,0.5050,1000006.7255
0.7207,0.5000,0.3636,1000006.7255
0.7207,0.5000,0.6464,1000006.7307
0.7207,0.3750,0.6464,1000006.7314
0.7207,0.5000,0.7879,1000006.7363
0.7207,0.3750,0.7879,1000006.7373
0.7207,0.5000,0.9293,1000006.7414
0.7207,0.3750,0.9293,1000006.7426
0.7207,0.2500,0.9293,1000006.7434
0.7207,0.2500,0.4343,1000006.7447
0.7207,0.3750,0.4343,1000006.7448
0.7207,0.2500,0.2929,1000006.7453
0.7207,0.3750,0.2929,1000006.7492
0.7207,0.3750,0.5757,1000006.7514
0.7207,0.2500,0.5757,1000006.7515
0.7207,0.2500,0.2221,1000006.7525
0.7207,0.3750,0.2221,1000006.7557
0.7207,0.3750,0.7171,1000006.7570
0.7207,0.2500,0.7171,1000006.7574
0.7207,0.3750,0.8586,1000006.7627
0.7207,0.2500,0.8586,1000006.7632
0.7207,0.1250,0.8586,1000006.7633
0.7207,0.1250,0.3636,1000006.7649
0.7207,0.2500,0.3636,1000006.7674
0.7207,0.2500,1.0000,1000006.7682
0.7207,0.1250,1.0000,1000006.7686
0.7207,0.5000,0.0807,1000006.7699
0.7207,0.1250,0.5050,1000006.7703
0.7207,0.2500,0.5050,1000006.7708
0.7207,0.1250,0.6464,1000006.7767
0.7207,0.2500,0.6464,1000006.7770
0.7207,0.1250,0.1514,1000006.7818
0.7207,0.1250,0.2929,1000006.7829
0.7207,0.1250,0.7879,1000006.7829
0.7207,0.2500,0.7879,1000006.7830
0.7207,0.0000,0.9293,1000006.7884
0.7207,0.1250,0.9293,1000006.7888
0.7207,0.1250,0.2221,1000006.7888
0.7207,0.1250,0.4343,1000006.7893
0.7207,0.3750,0.0807,1000006.7907
0.7207,0.2500,0.1514,1000006.7914
0.7207,0.1250,0.5757,1000006.7963
0.7207,0.0000,0.7171,1000006.7987
0.7207,0.1250,0.7171,1000006.8025
0.7207,0.0000,0.8586,1000006.8081
0.7207,0.0000,0.5050,1000006.8103
0.7207,0.2500,0.0807,1000006.8103
0.7207,0.0000,1.0000,1000006.8136
0.7207,0.0000,0.1514,1000006.8165
0.7207,0.0000,0.6464,1000006.8177
0.7207,0.0000,0.2929,1000006.8207
0.7207,0.0000,0.2221,1000006.8270
0.7207,0.0000,0.7879,1000006.8277
0.7207,0.1250,0.0807,1000006.8288
0.7207,0.0000,0.4343,1000006.8288
0.7207,0.0000,0.5757,1000006.8369
0.7207,0.0000,0.3636,1000006.8474
0.7207,0.5000,0.0100,1000006.8640
0.7207,0.0000,0.0807,1000006.8914
0.7207,0.3750,0.0100,1000006.9144
0.7207,0.2500,0.0100,1000006.9629
0.7207,0.1250,0.0100,1000007.0093
0.7207,0.0000,0.0100,1000007.0528
0.5786,0.5000,0.8586,1000007.0701
0.5786,0.5000,0.5050,1000007.0701
0.5786,0.5000,1.0000,1000007.0780
0.5786,0.5000,0.1514,1000007.0787
0.5786,0.5000,0.6464,1000007.0793
0.5786,0.5000,0.4343,1000007.0877
0.5786,0.5000,0.7879,1000007.0883
0.5786,0.5000,0.2221,1000007.0949
0.5786,0.5000,0.9293,1000007.0969
0.5786,0.5000,0.5757,1000007.0976
0.5786,0.3750,0.5050,1000007.1041
0.5786,0.5000,0.2929,1000007.1045
0.5786,0.3750,0.1514,1000007.1048
0.5786,0.3750,0.8586,1000007.1049
0.5786,0.5000,0.7171,1000007.1065
0.5786,0.3750,1.0000,1000007.1131
0.5786,0.5000,0.3636,1000007.1135
0.5786,0.3750,0.6464,1000007.1136
0.5786,0.3750,0.4343,1000007.1215
0.5786,0.3750,0.7879,1000007.1230
0.5786,0.3750,0.2221,1000007.1248
0.5786,0.3750,0.2929,1000007.1314
0.5786,0.3750,0.5757,1000007.1317
0.5786,0.3750,0.9293,1000007.1319
0.5786,0.2500,0.5050,1000007.1371
0.5786,0.2500,0.8586,1000007.1387
0.5786,0.3750,0.7171,1000007.1410
0.5786,0.5000,0.0807,1000007.1426
0.5786,0.3750,0.3636,1000007.1452
0.5786,0.2500,0.6464,1000007.1470
0.5786,0.2500,1.0000,1000007.1473
0.5786,0.2500,0.2221,1000007.1522
0.5786,0.2500,0.4343,1000007.1544
0.5786,0.2500,0.7879,1000007.1567
0.5786,0.2500,0.2929,1000007.1574
0.5786,0.2500,0.5757,1000007.1649
0.5786,0.2500,0.9293,1000007.1659
0.5786,0.1250,0.8586,1000007.1717
0.5786,0.2500,0.1514,1000007.1730
0.5786,0.2500,0.7171,1000007.1745
0.5786,0.2500,0.3636,1000007.1759
0.5786,0.1250,1.0000,1000007.1806
0.5786,0.1250,0.4343,1000007.1848
0.5786,0.1250,0.7879,1000007.1894
0.5786,0.3750,0.0807,1000007.1912
0.5786,0.1250,0.1514,1000007.1955
0.5786,0.1250,0.5757,1000007.1960
0.5786,0.1250,0.9293,1000007.1990
0.5786,0.1250,0.3636,1000007.2039
0.5786,0.1250,0.7171,1000007.2062
0.5786,0.1250,0.5050,1000007.2131
0.5786,0.1250,0.6464,1000007.2237
0.5786,0.1250,0.2221,1000007.2241
0.5786,0.1250,0.2929,1000007.2257
0.5786,0.0000,0.5757,1000007.2262
0.5786,0.0000,0.9293,1000007.2296
0.5786,0.0000,0.3636,1000007.2314
0.5786,0.0000,0.7171,1000007.2369
0.5786,0.2500,0.0807,1000007.2379
0.5786,0.0000,0.5050,1000007.2431
0.5786,0.0000,0.8586,1000007.2472
0.5786,0.0000,0.2929,1000007.2482
0.5786,0.0000,0.2221,1000007.2493
0.5786,0.0000,0.6464,1000007.2542
0.5786,0.0000,1.0000,1000007.2568
0.5786,0.0000,0.4343,1000007.2600
0.5786,0.0000,0.1514,1000007.2617
0.5786,0.0000,0.7879,1000007.2648
0.5786,0.0000,0.0807,1000007.2806
0.5786,0.1250,0.0807,1000007.2828
0.5786,0.5000,0.0100,1000007.2975
0.5786,0.3750,0.0100,1000007.3192
0.5786,0.2500,0.0100,1000007.3826
0.5786,0.1250,0.0100,1000007.4418
0.5786,0.0000,0.0100,1000007.5411
0.4364,0.5000,0.9293,1000007.5677
0.4364,0.5000,0.7171,1000007.5716
0.4364,0.5000,0.5050,1000007.5746
0.4364,0.5000,0.8586,1000007.5842
0.4364,0.5000,0.6464,1000007.5877
0.4364,0.5000,0.4343,1000007.5902
0.4364,0.5000,0.2221,1000007.5911
0.4364,0.5000,1.0000,1000007.5958
0.4364,0.5000,0.1514,1000007.5970
0.4364,0.5000,0.7879,1000007.6005
0.4364,0.5000,0.5757,1000007.6041
0.4364,0.5000,0.2929,1000007.6075
0.4364,0.5000,0.3636,1000007.6156
0.4364,0.5000,0.0807,1000007.6251
0.4364,0.3750,0.3636,1000007.6303
0.4364,0.3750,0.9293,1000007.6317
0.4364,0.3750,0.7171,1000007.6349
0.4364,0.3750,0.5050,1000007.6372
0.4364,0.3750,0.8586,1000007.6479
0.4364,0.3750,0.2221,1000007.6484
0.4364,0.3750,0.1514,1000007.6494
0.4364,0.3750,0.6464,1000007.6508
0.4364,0.3750,0.4343,1000007.6527
0.4364,0.3750,1.0000,1000007.6601
0.4364,0.3750,0.2929,1000007.6620
0.4364,0.3750,0.7879,1000007.6641
0.4364,0.3750,0.5757,1000007.6669
0.4364,0.2500,1.0000,1000007.6775
0.4364,0.2500,0.7879,1000007.6808
0.4364,0.2500,0.5757,1000007.6829
0.4364,0.3750,0.0807,1000007.6871
0.4364,0.2500,0.3636,1000007.6883
0.4364,0.2500,0.9293,1000007.6940
0.4364,0.2500,0.7171,1000007.6966
0.4364,0.2500,0.5050,1000007.6982
0.4364,0.2500,0.1514,1000007.6997
0.4364,0.2500,0.2221,1000007.7038
0.4364,0.2500,0.8586,1000007.7101
0.4364,0.2500,0.6464,1000007.7123
0.4364,0.2500,0.4343,1000007.7134
0.4364,0.2500,0.2929,1000007.7146
0.4364,0.1250,1.0000,1000007.7384
0.4364,0.1250,0.7879,1000007.7409
0.4364,0.1250,0.5757,1000007.7423
0.4364,0.1250,0.3636,1000007.7446
0.4364,0.2500,0.0807,1000007.7458
0.4364,0.1250,0.1514,1000007.7479
0.4364,0.1250,0.9293,1000007.7546
0.4364,0.1250,0.7171,1000007.7565
0.4364,0.1250,0.2221,1000007.7573
0.4364,0.1250,0.5050,1000007.7574
0.4364,0.1250,0.2929,1000007.7651
0.4364,0.1250,0.8586,1000007.7705
0.4364,0.1250,0.6464,1000007.7720
0.4364,0.1250,0.4343,1000007.7724
0.4364,0.0000,1.0000,1000007.7975
0.4364,0.0000,0.3636,1000007.7989
0.4364,0.0000,0.7879,1000007.7993
0.4364,0.0000,0.5757,1000007.7999
0.4364,0.0000,0.2221,1000007.8086
0.4364,0.0000,0.9293,1000007.8135
0.4364,0.0000,0.2929,1000007.8136
0.4364,0.0000,0.7171,1000007.8146
0.4364,0.0000,0.5050,1000007.8147
0.4364,0.5000,0.0100,1000007.8260
0.4364,0.0000,0.8586,1000007.8290
0.4364,0.0000,0.4343,1000007.8295
0.4364,0.0000,0.6464,1000007.8299
0.4364,0.0000,0.1514,1000007.8389
0.4364,0.1250,0.0807,1000007.8461
0.4364,0.0000,0.0807,1000007.8973
0.4364,0.3750,0.0100,1000007.9077
0.4364,0.2500,0.0100,1000007.9929
0.4364,0.1250,0.0100,1000008.1038
0.4364,0.0000,0.0100,1000008.2061
0.2943,0.5000,0.8586,1000008.2416
0.2943,0.5000,0.5757,1000008.2528
0.2943,0.5000,0.2929,1000008.2535
0.2943,0.5000,0.7879,1000008.2558
0.2943,0.5000,1.0000,1000008.2575
0.2943,0.5000,0.3636,1000008.2599
0.2943,0.5000,0.5050,1000008.2664
0.2943,0.5000,0.7171,1000008.2699
0.2943,0.5000,0.1514,1000008.2707
0.2943,0.5000,0.9293,1000008.2725
0.2943,0.5000,0.2221,1000008.2748
0.2943,0.5000,0.4343,1000008.2800
0.2943,0.5000,0.6464,1000008.2839
0.2943,0.5000,0.0807,1000008.2989
0.2943,0.3750,0.6464,1000008.3221
0.2943,0.3750,0.8586,1000008.3258
0.2943,0.3750,0.2929,1000008.3267
0.2943,0.3750,0.5757,1000008.3359
0.2943,0.3750,0.1514,1000008.3387
0.2943,0.3750,0.3636,1000008.3394
0.2943,0.3750,0.7879,1000008.3397
0.2943,0.3750,1.0000,1000008.3423
0.2943,0.3750,0.5050,1000008.3493
0.2943,0.3750,0.2221,1000008.3510
0.2943,0.3750,0.7171,1000008.3536
0.2943,0.3750,0.9293,1000008.3569
0.2943,0.3750,0.4343,1000008.3625
0.2943,0.2500,0.2929,1000008.3966
0.2943,0.2500,0.6464,1000008.4025
0.2943,0.2500,0.8586,1000008.4071
0.2943,0.3750,0.0807,1000008.4075
0.2943,0.2500,0.1514,1000008.4108
0.2943,0.2500,0.3636,1000008.4157
0.2943,0.2500,0.5757,1000008.4160
0.2943,0.2500,0.7879,1000008.4207
0.2943,0.2500,0.2221,1000008.4238
0.2943,0.2500,1.0000,1000008.4242
0.2943,0.2500,0.5050,1000008.4291
0.2943,0.2500,0.7171,1000008.4343
0.2943,0.2500,0.9293,1000008.4385
0.2943,0.2500,0.4343,1000008.4420
0.2943,0.1250,0.8586,1000008.4852
0.2943,0.1250,0.3636,1000008.4888
0.2943,0.1250,0.5757,1000008.4929
0.2943,0.1250,0.2221,1000008.4930
0.2943,0.1250,0.7879,1000008.4986
0.2943,0.1250,1.0000,1000008.5030
0.2943,0.1250,0.5050,1000008.5057
0.2943,0.1250,0.2929,1000008.5080
0.2943,0.2500,0.0807,1000008.5098
0.2943,0.1250,0.7171,1000008.5119
0.2943,0.1250,0.1514,1000008.5125
0.2943,0.1250,0.9293,1000008.5170
0.2943,0.1250,0.4343,1000008.5183
0.2943,0.1250,0.6464,1000008.5250
0.2943,0.0000,0.7879,1000008.5730
0.2943,0.0000,1.0000,1000008.5784
0.2943,0.0000,0.5050,1000008.5788
0.2943,0.5000,0.0100,1000008.5793
0.2943,0.0000,0.7171,1000008.5860
0.2943,0.0000,0.4343,1000008.5911
0.2943,0.0000,0.9293,1000008.5920
0.2943,0.0000,0.6464,1000008.5988
0.2943,0.0000,0.3636,1000008.6033
0.2943,0.0000,0.2221,1000008.6036
0.2943,0.0000,0.8586,1000008.6052
0.2943,0.1250,0.0807,1000008.6055
0.2943,0.0000,0.1514,1000008.6099
0.2943,0.0000,0.5757,1000008.6116
0.2943,0.0000,0.2929,1000008.6155
0.2943,0.0000,0.0807,1000008.6940
0.2943,0.3750,0.0100,1000008.7212
0.2943,0.2500,0.0100,1000008.8491
0.2943,0.1250,0.0100,1000009.0065
0.1521,0.5000,0.3636,1000009.1758
0.1521,0.5000,0.1514,1000009.1764
0.1521,0.5000,1.0000,1000009.1769
0.1521,0.5000,0.7171,1000009.1794
0.1521,0.5000,0.2221,1000009.1871
0.1521,0.5000,0.9293,1000009.1893
0.2943,0.0000,0.0100,1000009.1907
0.1521,0.5000,0.6464,1000009.1909
0.1521,0.5000,0.4343,1000009.1940
0.1521,0.5000,0.8586,1000009.2012
0.1521,0.5000,0.2929,1000009.2016
0.1521,0.5000,0.5757,1000009.2025
0.1521,0.5000,0.7879,1000009.2129
0.1521,0.5000,0.5050,1000009.2137
0.1521,0.5000,0.0807,1000009.2268
0.1521,0.3750,0.3636,1000009.2979
0.1521,0.3750,0.5050,1000009.2983
0.1521,0.3750,0.7879,1000009.2990
0.1521,0.3750,0.2221,1000009.3043
0.1521,0.3750,1.0000,1000009.3092
0.1521,0.3750,0.7171,1000009.3103
0.1521,0.3750,0.2929,1000009.3198
0.1521,0.3750,0.4343,1000009.3201
0.1521,0.3750,0.9293,1000009.3213
0.1521,0.3750,0.6464,1000009.3214
0.1521,0.3750,0.1514,1000009.3270
0.1521,0.3750,0.5757,1000009.3327
0.1521,0.3750,0.8586,1000009.3328
0.1521,0.3750,0.0807,1000009.3601
0.1521,0.2500,0.7879,1000009.4243
0.1521,0.2500,0.2929,1000009.4313
0.1521,0.2500,0.7171,1000009.4352
0.1521,0.2500,1.0000,1000009.4357
0.1521,0.2500,0.4343,1000009.4399
0.1521,0.2500,0.6464,1000009.4460
0.1521,0.2500,0.9293,1000009.4473
0.1521,0.2500,0.5757,1000009.4568
0.1521,0.2500,0.8586,1000009.4585
0.1521,0.2500,0.3636,1000009.4586
0.1521,0.2500,0.2221,1000009.4597
0.1521,0.2500,0.5050,1000009.4672
0.1521,0.2500,0.1514,1000009.4697
0.1521,0.2500,0.0807,1000009.5539
0.1521,0.1250,0.6464,1000009.5638
0.1521,0.1250,0.9293,1000009.5667
0.1521,0.1250,0.3636,1000009.5669
0.1521,0.1250,0.5757,1000009.5741
0.1521,0.1250,0.8586,1000009.5774
0.1521,0.1250,0.2929,1000009.5805
0.1521,0.1250,0.5050,1000009.5841
0.1521,0.1250,0.7879,1000009.5880
0.1521,0.1250,0.4343,1000009.5979
0.1521,0.1250,0.7171,1000009.5986
0.1521,0.1250,1.0000,1000009.6007
0.1521,0.1250,0.1514,1000009.6038
0.1521,0.1250,0.2221,1000009.6074
0.1521,0.5000,0.0100,1000009.6080
0.1521,0.1250,0.0807,1000009.6877
0.1521,0.0000,1.0000,1000009.7132
0.1521,0.0000,0.6464,1000009.7193
0.1521,0.0000,0.2929,1000009.7215
0.1521,0.0000,0.9293,1000009.7239
0.1521,0.0000,0.5757,1000009.7291
0.1521,0.0000,0.8586,1000009.7342
0.1521,0.0000,0.5050,1000009.7387
0.1521,0.0000,0.7879,1000009.7444
0.1521,0.0000,0.2221,1000009.7464
0.1521,0.0000,0.4343,1000009.7481
0.1521,0.0000,0.7171,1000009.7545
0.1521,0.0000,0.3636,1000009.7575
0.1521,0.0000,0.1514,1000009.7735
0.1521,0.3750,0.0100,1000009.8203
0.1521,0.0000,0.0807,1000009.8954
0.1521,0.2500,0.0100,1000010.0484
0.1521,0.1250,0.0100,1000010.3422
0.0100,0.5000,0.1514,1000010.5715
0.0100,0.5000,0.2221,1000010.5721
0.0100,0.5000,0.4343,1000010.5793
0.0100,0.5000,0.6464,1000010.5803
0.0100,0.5000,1.0000,1000010.5807
0.0100,0.5000,0.0807,1000010.5809
0.0100,0.5000,0.5757,1000010.5891
0.0100,0.5000,0.2929,1000010.5895
0.0100,0.5000,0.9293,1000010.5903
0.0100,0.5000,0.5050,1000010.5973
0.0100,0.5000,0.8586,1000010.5993
0.0100,0.5000,0.7879,1000010.6081
0.0100,0.5000,0.3636,1000010.6087
0.0100,0.5000,0.7171,1000010.6169
0.1521,0.0000,0.0100,1000010.6241
0.0100,0.3750,0.2929,1000010.7975
0.0100,0.3750,0.6464,1000010.8038
0.0100,0.3750,0.1514,1000010.8042
0.0100,0.3750,1.0000,1000010.8068
0.0100,0.3750,0.5757,1000010.8120
0.0100,0.3750,0.9293,1000010.8158
0.0100,0.3750,0.5050,1000010.8198
0.0100,0.3750,0.3636,1000010.8213
0.0100,0.3750,0.2221,1000010.8229
0.0100,0.3750,0.8586,1000010.8243
0.0100,0.3750,0.7879,1000010.8326
0.0100,0.3750,0.7171,1000010.8409
0.0100,0.3750,0.4343,1000010.8422
0.0100,0.3750,0.0807,1000010.8663
0.0100,0.2500,0.7879,1000011.0414
0.0100,0.2500,0.4343,1000011.0438
0.0100,0.2500,0.7171,1000011.0491
0.0100,0.2500,0.2221,1000011.0565
0.0100,0.2500,0.6464,1000011.0567
0.0100,0.2500,1.0000,1000011.0623
0.0100,0.2500,0.3636,1000011.0625
0.0100,0.2500,0.1514,1000011.0633
0.0100,0.2500,0.5757,1000011.0643
0.0100,0.2500,0.9293,1000011.0707
0.0100,0.2500,0.5050,1000011.0716
0.0100,0.2500,0.8586,1000011.0786
0.0100,0.2500,0.2929,1000011.0790
0.0100,0.5000,0.0100,1000011.1361
0.0100,0.2500,0.0807,1000011.1543
0.0100,0.1250,0.8586,1000011.3150
0.0100,0.1250,0.2221,1000011.3151
0.0100,0.1250,0.4343,1000011.3171
0.0100,0.1250,0.7879,1000011.3223
0.0100,0.1250,0.7171,1000011.3295
0.0100,0.1250,0.3636,1000011.3296
0.0100,0.1250,0.6464,1000011.3366
0.0100,0.1250,0.2929,1000011.3409
0.0100,0.1250,0.5757,1000011.3436
0.0100,0.1250,1.0000,1000011.3450
0.0100,0.1250,0.1514,1000011.3453
0.0100,0.1250,0.5050,1000011.3503
0.0100,0.1250,0.9293,1000011.3528
0.0100,0.1250,0.0807,1000011.4959
0.0100,0.3750,0.0100,1000011.5344
0.0100,0.0000,0.7879,1000011.6271
0.0100,0.0000,0.7171,1000011.6336
0.0100,0.0000,0.6464,1000011.6401
0.0100,0.0000,0.5757,1000011.6464
0.0100,0.0000,1.0000,1000011.6516
0.0100,0.0000,0.5050,1000011.6524
0.0100,0.0000,0.4343,1000011.6584
0.0100,0.0000,0.9293,1000011.6587
0.0100,0.0000,0.3636,1000011.6642
0.0100,0.0000,0.8586,1000011.6655
0.0100,0.0000,0.2929,1000011.6699
0.0100,0.0000,0.2221,1000011.6850
0.0100,0.0000,0.1514,1000011.6911
0.0100,0.0000,0.0807,1000011.8666
0.0100,0.2500,0.0100,1000012.0194
0.0100,0.1250,0.0100,1000012.5525
0.0100,0.0000,0.0100,1000013.2166
